Image ID,Creator,Short Title,Title,Created:from,Created:to,Last DB update,Uploaded to DB,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,Licence,ImgDB ID,Metadata editor,,
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__854.jpg,m.griesse,,
855,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 1661 zu London in Engelandt Vor einen grausamen Auffruhr und erschröckliges Blutbadt angerichtet und wie sie durch Köpfen / Hencken und Viertheilung ihr R,1660-01-01,1660-12-31,11.8.2014 18:55,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__855.jpg,m.griesse,,
856,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 1661 zu London in Engelandt Vor einen grausamen Auffruhr und erschröckliges Blutbadt angerichtet und wie sie durch Köpfen / Hencken und Viertheilung ihr R,1660-01-01,1660-12-31,11.8.2014 18:56,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__856.jpg,m.griesse,,
857,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 1661 zu London in Engelandt Vor einen grausamen Auffruhr und erschröckliges Blutbadt angerichtet und wie sie durch Köpfen / Hencken und Viertheilung ihr R,1660-01-01,1660-12-31,11.8.2014 18:57,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__857.jpg,m.griesse,,
858,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 1661 zu London in Engelandt Vor einen grausamen Auffruhr und erschröckliges Blutbadt angerichtet und wie sie durch Köpfen / Hencken und Viertheilung ihr R,1660-01-01,1660-12-31,2.3.2015 22:17,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,DEU,Holy Roman Empire,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_DEU__858.jpg,m.griesse,,
859,unknown,[no title: comic strip showing the misdeeds of the Quakers],[no title: comic strip showing the misdeeds of the Quakers],1660-01-01,1660-12-31,11.8.2014 19:33,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__859.jpg,m.griesse,,
860,unknown,Verderben die Kirche zu St. Moritz vor Münster,Verderben die Kirche zu St. Moritz vor Münster [img1 in: no title: comic strip showing the misdeeds of the Quakers],1660-01-01,1660-12-31,11.8.2014 19:36,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__860.jpg,m.griesse,,
861,unknown,Laufen und Schreyen auf öffentlicher Strasen thut Buße und laßet euch widertauffen den der König von,Laufen und Schreyen auf öffentlicher Strasen thut Buße und laßet euch widertauffen den der König von Sion komt [ing2 in: no title: comic strip showing the misdeeds of the Quakers],1660-01-01,1660-12-31,11.8.2014 19:37,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__861.jpg,m.griesse,,
862,unknown,Widertauffer ermorden fromme Christen und mitbürcher,Widertauffer ermorden fromme Christen und mitbürcher [img3 in: no title: comic strip showing the misdeeds of the Quakers],1660-01-01,1660-12-31,11.8.2014 19:38,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__862.jpg,m.griesse,,
863,unknown,Widertauffer toben und wüten ferner,Widertauffer toben und wüten ferner [img4 in: no title: comic strip showing the misdeeds of the Quakers],1660-01-01,1660-12-31,11.8.2014 19:40,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__863.jpg,m.griesse,,
864,unknown,Quaker zwingen frommen Christen ihr Silber und Geschmeide ab,Quaker zwingen frommen Christen ihr Silber und Geschmeide ab [img5 in: no title: comic strip showing the misdeeds of the Quakers],1660-01-01,1660-12-31,11.8.2014 19:41,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_AFG__864.jpg,m.griesse,,
865,unknown,Wiedertaufferische Grausame Hinrichtung,Wiedertaufferische Grausame Hinrichtung [img6 in: no title: comic strip showing the misdeeds of the Quakers],1660-01-01,1660-12-31,1/14/2015 14:32,11.8.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,DEU,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum
    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.,0,imgs/1660_DEU__865.jpg,m.griesse,,
866,unknown,Bloody Butchery of the British Troops,Bloody Butchery of the British Troops,1765-01-01,1783-12-31,11.10.2014 20:07,11.10.2014,12,1,5,,www.bridgemanart.com,,AFG,,,,Bridgeman Art Library,,0,imgs/1765_AFG__866.jpg,monika,,
867,unknown,The Providential Detection,The Providential Detection / cartoon depicting Thomas Jefferson  trying to destroy the Constitution,1765-01-01,1783-12-31,11.10.2014 20:09,11.10.2014,12,1,5,,www.bridgemanart.com,,AFG,,,,Bridgeman Art Library,,0,imgs/1765_AFG__867.jpg,monika,,
869,unknown,An American reply to the British imposed Stamp Act / pub,An American reply to the British imposed Stamp Act / pub,1765-01-01,1783-12-31,11.10.2014 20:13,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,0,imgs/1765_GBR__869.jpg,monika,,
870,unknown,Benjamin Franklin Presenting his Opposition to the Taxes in 1766,Benjamin Franklin Presenting his Opposition to the Taxes in 1766,1765-01-01,1783-12-31,11.10.2014 20:13,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,0,imgs/1765_FRA__870.jpg,monika,,
871,Benjamin Wilson,The Repeal / or the Funeral Procession of Miss Americ.Stamp,The Repeal / or the Funeral Procession of Miss Americ.Stamp,1765-01-01,1765-12-31,2/15/2015 16:22,11.10.2014,12,1,5,North America,www.bridgemanart.com,,FRA,North America,,,Bridgeman Art Library,,0,imgs/1765_FRA__871.jpg,monika,,
872,unknown,Chastisement of John Malcom by the Boston populace on January 25th 1774,Chastisement of John Malcom by the Boston populace on January 25th 1774,1765-01-01,1783-12-31,11.10.2014 20:15,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__872.jpg,monika,,
874,unknown,Collection of engravings depicting the American War of Independence,Collection of engravings depicting the American War of Independence,1765-01-01,1783-12-31,11.10.2014 20:16,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__874.jpg,monika,,
875,unknown,Death of Crispus Attucks at the Boston Massacre,Death of Crispus Attucks at the Boston Massacre,1765-01-01,1783-12-31,11.10.2014 20:16,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__875.jpg,monika,,
876,unknown,Franz Xavier Habermann_General Howe's Redcoats,Franz Xavier Habermann_General Howe's Redcoats,1765-01-01,1783-12-31,11.10.2014 20:18,11.10.2014,12,1,5,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,0,imgs/1765_DEU__876.jpg,monika,,
878,unknown,General Eliott and his officers observing the destruction of the Floating batteries,General Eliott and his officers observing the destruction of the Floating batteries,1765-01-01,1783-12-31,11.10.2014 20:20,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,0,imgs/1765_GBR__878.jpg,monika,,
879,unknown,Hessian soldiers on the march / during the American Revolutionary War,Hessian soldiers on the march / during the American Revolutionary War,1765-01-01,1783-12-31,11.10.2014 20:23,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__879.jpg,monika,,
880,unknown,Jean Jacques Francois Le Barbier_The Surrender of Yorktown,Jean Jacques Francois Le Barbier_The Surrender of Yorktown,1765-01-01,1783-12-31,11.10.2014 20:24,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,0,imgs/1765_FRA__880.jpg,monika,,
881,unknown,Johannes Adam Simon Oertel_Pulling Down the Statue of King George III,Johannes Adam Simon Oertel_Pulling Down the Statue of King George III,1765-01-01,1783-12-31,11.10.2014 20:25,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,0,imgs/1765_FRA__881.jpg,monika,,
882,unknown,John Trumbell_Signing the Declaration of Independence,John Trumbell_Signing the Declaration of Independence,1765-01-01,1783-12-31,11.10.2014 20:26,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__882.jpg,monika,,
883,unknown,Lord Howe organizes the British evacuation of Boston,Lord Howe organizes the British evacuation of Boston,1765-01-01,1783-12-31,11.10.2014 20:27,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__883.jpg,monika,,
884,unknown,Loyalists cut the Liberty Tree down in 1775_Probably showing the events,Loyalists cut the Liberty Tree down in 1775_Probably showing the events,1765-01-01,1783-12-31,11.10.2014 20:28,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__884.jpg,monika,,
885,unknown,Major John Andre / the British officer hanged for spying,Major John Andre / the British officer hanged for spying,1765-01-01,1783-12-31,11.10.2014 20:29,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__885.jpg,monika,,
886,Paul Revere,The Bloody Massacre,The Bloody Massacre,1765-01-01,1783-12-31,2/15/2015 16:28,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,Boston,Commonwealth Museum of Massachusetts / Boston,Commonwealth Museum of Massachusetts / Boston,Bridgeman Art Library,,0,imgs/1765_USA__886.jpg,monika,,
887,unknown,Generall Historie of Virginia / New England & the Summer Isles,Generall Historie of Virginia / New England & the Summer Isles,1765-01-01,1783-12-31,11.10.2014 20:31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__887.jpg,monika,,
888,unknown,Public execution of murderers Joseph Hetherington and Philander Brace,Public execution of murderers Joseph Hetherington and Philander Brace,1850-01-01,12/31/1900,1/21/2016 22:01,11.10.2014,1,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1850_USA__888.jpg,monika,,
889,unknown,Richard Simkin_Bunker Hill,Richard Simkin_Bunker Hill,1765-01-01,1783-12-31,11.10.2014 20:46,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,0,imgs/1765_GBR__889.jpg,monika,,
890,unknown,Rochambeau reviewing french troops in America,Rochambeau reviewing french troops in America,1765-01-01,1783-12-31,11.10.2014 20:47,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,0,imgs/1765_GBR__890.jpg,monika,,
891,unknown,The American Independence / a French frigate bringing the treaty to Boston,The American Independence / a French frigate bringing the treaty to Boston,1788-01-01,1788-12-31,3.4.2016 18:06,11.10.2014,1,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1788_USA__891.jpg,monika,,
892,unknown,The Battle of Lexington,The Battle of Lexington,1765-01-01,1783-12-31,11.10.2014 20:50,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__892.jpg,monika,,
893,unknown,The British surrendering to George Washington after Battle of Yorktown,The British surrendering to George Washington after Battle of Yorktown,1765-01-01,1783-12-31,11.10.2014 20:51,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,0,imgs/1765_GBR__893.jpg,monika,,
894,unknown,The execution of Sioux indians by the US authorities,The execution of Sioux indians by the US authorities at Mankato / Minnesota,1800-01-01,12/31/1900,1/21/2016 21:58,11.10.2014,1,5,5,,www.bridgemanart.com,,USA,United States,,expired,Bridgeman Art Library,,0,imgs/1800_USA__894.jpg,monika,,
895,unknown,The Inhabitants of Boston Throw English-East Indian Tea in the Sea,The Inhabitants of Boston Throw English-East Indian Tea in the Sea,1765-01-01,1783-12-31,11.10.2014 20:56,11.10.2014,12,1,5,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,0,imgs/1765_DEU__895.jpg,monika,,
896,unknown,The Landing of a French Auxiliary Army at Rhode Island in America,The Landing of a French Auxiliary Army at Rhode Island in America,1765-01-01,1783-12-31,11.10.2014 20:57,11.10.2014,12,1,5,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,0,imgs/1765_DEU__896.jpg,monika,,
897,unknown,The Stamp Act Riots at Boston,The Stamp Act Riots at Boston,1765-01-01,1783-12-31,11.10.2014 20:58,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,0,imgs/1765_USA__897.jpg,monika,,
898,unknown,The Surrender of General John Burgoyne at the Battle of Saratoga,The Surrender of General John Burgoyne at the Battle of Saratoga,1765-01-01,1783-12-31,11.10.2014 20:59,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,0,imgs/1765_FRA__898.jpg,monika,,
899,unknown,Woman in a Day Dress with a hairstyle 'a la Belle Poule',Woman in a Day Dress with a hairstyle 'a la Belle Poule',1765-01-01,1783-12-31,11.10.2014 21:01,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,0,imgs/1765_FRA__899.jpg,monika,,
900,unknown,The slanderer and the snake quarrel about the first place in hell,Спор клеветника и змея о первенстве в аду (лубок),1700-01-01,12/31/1900,11.11.2014 09:12,11.11.2014,1,1,9,,http://enc.vkarp.com/wp-content/uploads/2014/05/%D0%B0%D0%B41592.jpg,,RUS,Russia,,,,,0,imgs/1700_RUS__900.jpg,m.griesse,,
901,unknown,Лубок иллюстрация о наказании Каина,Лубок иллюстрация о наказании Каина (Lubok depicting Kain's punishment),1825-01-01,1875-12-31,11.11.2014 12:31,11.11.2014,1,1,9,,http://bibliotekar.ru/rusLubok/15.htm,,RUS,Государственный исторический музей / Инв.  №  52789  И   Ш   61108,,,,,0,imgs/1825_RUS__901.png,m.griesse,,
902,Григорьев / Михаил В.,Расправа воеводы Мещеринова с участниками Соловецкого восстания 1668—1676 гг.,Изображение расправы воеводы Мещеринова с участниками Соловецкого восстания 1668—1676 гг. (Voivoda Meshcherinov Putting Down the Solovki Rebellion),1780-01-01,1860-12-31,11.11.2014 15:14,11.11.2014,1,1,9,,http://bibliotekar.ru/rusLubok/11.htm,,RUS,,,,,,0,imgs/1780_RUS__902.jpg,m.griesse,,
903,unknown,Лубок иллюстрация о наказании Каина (detail),Лубок иллюстрация о наказании Каина (Lubok depicting Kain's punishment),1825-01-01,1875-12-31,11.11.2014 12:33,11.11.2014,1,1,9,,http://bibliotekar.ru/rusLubok/15.htm,,RUS,Государственный исторический музей / Инв.  №  52789  И   Ш   61108,,,,,0,imgs/1825_RUS__903.jpg,m.griesse,,
904,unknown,Жертвоприношение Авраама (Adam's sacrifice),Жертвоприношение Авраама (Adam's sacrifice),1790-01-01,1810-12-31,11.11.2014 13:06,11.11.2014,1,1,9,,http://bibliotekar.ru/rusLubok/16.htm,,AFG,,Государственный исторический музей / Инв.  № 40137,,,,0,imgs/1790_AFG__904.jpg,m.griesse,,
905,Johann Bensheimer,Wunderlicher Anfang und Schmählicher Außgang Des Jüdischen Königes SABETHA SEBI,Wunderlicher Anfang und Schmählicher Außgang Des Jüdischen Königes Sabetha Sebi / Welcher Gestalt Derselbige auff Befehl Des Türckischen Käysers gerichtet worden Hat der Leser auß folgender Relation und dem beygefügtem Kupfer mit mehrem zu vernehmen.,1666-01-01,1666-12-31,4.6.2015 21:14,12.7.2014,1,2,2,,,,POL,David Friedrich Rhete in Danzig,,,,<div style=line-height: 1.35, padding-left: 2em, text-indent:-2em, class=csl-bib-body>
  <div class=csl-entry align=left>Maier / Ingrid. „Acht anonyme deutsche und polnische Sabetha Sebi-Drucke aus dem Jahre 1666: Auf der Spur nach dem Drucker“. <i>Gutenberg-Jahrbuch</i> 83 (2008) (2008): 141-160.Maier / Ingrid / und Wouter F. Pilger. „Polnische Fabelzeitung über Sabbatai Zwi übersetzt für den russischen Zaren (1666)“. <i>Zeitschrift für slavische Philologie</i> 62 / 2003 / S. 1–39. / Nr. 1 (2003): 1–39. </div>
  <span class=Z3988 title=url_ver=Z39.88-2004&ctx_ver=Z39.88-2004&rfr_id=info%3Asid%2Fzotero.org%3A2&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.atitle=Acht%20anonyme%20deutsche%20und%20polnische%20%5C%22Sabetha%20Sebi%5C%22-Drucke%20aus%20dem%20Jahre%201666%3A%20Auf%20der%20Spur%20nach%20dem%20Drucker&rft.jtitle=Gutenberg-Jahrbuch&rft.volume=83%20(2008)&rft.aufirst=Ingrid&rft.aulast=Maier&rft.au=Ingrid%20Maier&rft.date=2008&rft.pages=141%E2%80%93160>
</div>,0,,,,
lse Priority=63 SemiHidden=false,,,,,,,,,,,,,,,,,,,,,,,,
<![endif]-->,,imgs/1666_POL__905.jpg,NULL,m.griesse,1,,,,,,,,,,,,,,,,,,,
906,unknown,Sabathai Sevi ein falscher Massias/ Jacobus Melstinius ein falscher Messias,Sabathai Sevi ein falscher Massias/ Jacobus Melstinius ein falscher Messias,1700-01-01,1800-12-31,12/27/2014 14:32,12/15/2014,12,1,2,,Shachar / Isaiah. The “Judensau”: A Medieval Anti-Jewish Motif and Its History. Warburg Institute Surveys & Texts 5. London: The Warburg Institute / University of London / 1974 / plate 40,,DEU,,Jerusalem / Israel Museum / 177/49. (Israel Museum) / vgl. Shachar / Judensau / p. xiv (on pl. 40),,,,0,imgs/1700_DEU__906.jpg,m.griesse,,
907,unknown,Fasten und Buße der Juden zu Salanick,Fasten und Buße der Juden zu Salanick,1666-01-01,1666-12-31,12/15/2014 20:06,12/15/2014,1,1,2,,http://sammlungen.ub.uni-frankfurt.de/judaicaffm/content/titleinfo/1098516,,DEU,,,,,,0,imgs/1666_DEU__907.jpg,m.griesse,,
908,unknown,Der Quacker und Freÿ-Geister Unhöffigkeit gegen den König in Engelland Karln den Andern,Der Quacker und Freÿ-Geister Unhöffigkeit gegen den König in Engelland Karln den Andern,1660-01-01,1702-12-31,12/27/2014 13:06,12/27/2014,1,5,2,,Corvinus / Anabaptisticum et Enthusiasticum (pdf S.724),,DEU,,,,,,,,,,
</div>,,,,0,,,imgs/1660_DEU__908.jpg,NULL,m.griesse,1,,,,,,,,,,,,,,
909,unknown,Neue Schwarm geister-Brut,Neue Schwarm geister-Brut,1702-01-01,1702-12-31,12/27/2014 13:12,12/27/2014,12,6,1,,Corvinus / Anabaptisticum et Enthusiasticum (pdf S.698),,DEU,,,,,,0,,,,
Medium Grid 3 Accent 3/>,,,,,,,,,,,,,,,,,,,,,,,,
910,unknown,Schilo Sabothoj (German title / illegible in reproduction),Schilo Sabothoj (German title / illegible in reproduction),1671-01-01,1671-12-31,1/29/2015 16:08,12/31/2014,12,3,2,,http://www.jewishmuseum.org.uk/?unique_name=search-our-collections-new&adlibid=7330,,DEU,,Jewish Museum London Catalogue Number: AR 2242,,,reproduced in Scholem / The Mystical Messiah (check exact referece),0,imgs/1671_DEU__910.jpg,m.griesse,,
911,unknown,Die großen Ertz-Betrieger,Die großen Ertz-Betrieger: Der falsche Messias Jacob Naylor. König der Quacker. Im 1657 Jahr, Der falsche Messias Sabatai Sevi. König der Juden. Im 1666 Jahr,1666-01-01,1700-12-31,1.2.2015 00:36,12/31/2014,1,1,2,,http://www.aic.pt/imagedetails/42930652_extInt0/akg_00813430-AKGimages-Sabbatai-Zevi-and-Jacob-Naylor-Portrait-1TK-100-F1.html  b/w version: https://www.flickr.com/photos/63794459@N07/6147222133/,,DEU,,Germanisches Nationalmuseum Nürnberg: Inv.Nr. HB9640,,,Georg Liebe / Das Judentum in der deutschen Vergangenheit (1703) / S. 74.,0,imgs/1666_DEU__911.jpg,m.griesse,,
